Precinct,BIDEN,TRUMP,Jo Jorgensen,Brian Carroll,Jade Simmons,President Boddie,Don Blankenship,Brock Pierce,Tom Hoefling,Gloria La Riva,Alyson Kennedy,Kanye West,Bill Hammons,Jo Jorgensen,OTHERS
Sabine 00 3-6A,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabine 00 3-7,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabine 00 3-7B,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabine 00 4-1,263,81,3,1,1,0,1,0,0,0,0,1,0,3,10
Sabine 00 5-3,28,99,1,0,0,0,1,0,1,0,0,0,0,1,4
Sabine 00 5-5,17,132,2,0,0,0,0,0,0,0,0,1,0,2,5
Sabine 00 5-8,32,80,2,0,0,0,0,0,0,0,0,0,0,2,4
Sabine 00 5-8A,14,101,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabine 00 6-2,34,435,3,0,1,1,0,0,0,0,0,0,0,3,8
Sabine 00 6-3,14,269,1,0,1,0,0,0,0,0,0,0,0,1,3
Sabine 00 6-4,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabine 00 6-4A,4,72,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabine 00 6-4B,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabine 00 7-1,9,156,0,1,0,0,0,0,0,1,0,0,0,0,2
Sabine 00 7-2,16,220,1,0,0,0,0,1,0,0,0,0,0,1,3
Sabine 00 7-3,8,194,0,0,0,0,0,1,0,0,0,0,0,0,1
Sabine 00 7-4,13,156,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabine 00 7-5,9,208,1,0,0,0,0,0,0,0,0,0,0,1,2
Sabine 00 8-1,23,194,1,0,0,0,0,0,0,0,0,1,0,1,3
Sabine 00 8-1A,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabine 00 8-2,189,162,3,0,0,2,0,0,0,1,0,1,0,3,10
Sabine 00 9-1,128,115,0,1,0,0,0,0,0,0,0,0,0,0,1
Sabine 00 9-2,23,187,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabine 00 9-3,27,212,2,0,0,0,0,0,0,0,0,0,0,2,4
St. Bernard 00 10,72,146,4,0,0,0,0,0,0,0,0,2,0,4,10
St. Bernard 00 11,91,185,6,0,1,0,0,1,0,0,1,1,0,6,16
St. Bernard 00 12,64,156,3,0,0,0,0,0,0,1,0,0,0,3,7
St. Bernard 00 13,135,238,6,1,1,0,0,0,0,0,0,2,0,6,16
St. Bernard 00 14,109,164,5,0,0,0,0,0,0,0,0,1,0,5,11
St. Bernard 00 15,107,92,4,0,2,0,0,0,1,0,0,1,0,4,12
St. Bernard 00 20,32,107,7,0,0,0,0,0,0,0,0,1,0,7,15
St. Bernard 00 21,52,107,3,0,0,0,1,0,0,0,0,0,0,3,7
St. Bernard 00 22,81,108,6,0,0,0,0,0,0,0,0,0,0,6,12
St. Bernard 00 23,88,29,0,1,0,0,0,0,0,0,0,0,0,0,1
St. Bernard 00 24,74,235,4,0,1,0,0,0,0,0,0,1,0,4,10
St. Bernard 00 25,62,146,2,0,0,0,0,0,0,0,0,1,0,2,5
St. Bernard 00 30,83,282,8,0,1,0,0,0,0,0,0,3,2,8,22
St. Bernard 00 31,53,255,4,0,0,0,0,0,0,1,0,1,0,4,10
St. Bernard 00 32,141,394,9,0,0,0,0,0,0,0,0,0,1,9,19
St. Bernard 00 33,72,224,7,0,0,0,0,1,0,0,0,1,0,7,16
St. Bernard 00 34,23,71,2,0,1,0,0,0,0,0,0,1,0,2,6
St. Bernard 00 40,39,67,2,0,0,1,0,0,0,0,0,0,1,2,6
St. Bernard 00 41,80,301,4,0,0,0,0,0,1,0,0,1,0,4,10
St. Bernard 00 42,42,248,3,0,0,0,0,0,0,0,0,0,0,3,6
St. Bernard 00 42A,43,323,1,0,0,0,2,0,0,0,0,0,0,1,4
St. Bernard 00 43,34,192,2,0,2,0,0,0,0,0,0,1,0,2,7
St. Bernard 00 44,260,45,0,1,0,1,0,0,0,0,1,3,1,0,7
St. Bernard 00 45,116,17,1,1,0,0,0,1,0,0,0,1,0,1,5
St. Bernard 00 46,28,146,2,0,0,1,0,0,0,0,0,0,0,2,5
St. Bernard 00 50,264,150,6,1,1,0,0,1,1,1,0,4,0,6,21
St. Bernard 00 51,22,145,1,0,0,0,0,0,0,0,0,0,0,1,2
St. Bernard 00 52,132,290,7,1,0,1,0,0,0,0,0,1,0,7,17
St. Bernard 00 53,28,138,0,0,0,0,0,0,1,0,0,0,0,0,1
St. Bernard 00 54,103,285,8,0,0,0,0,0,0,0,1,2,0,8,19
St. Bernard 00 55,85,549,3,0,0,0,0,0,1,0,0,3,0,3,10
St. Charles 01 1,326,8,4,2,1,0,0,1,0,0,0,3,0,4,15
St. Charles 01 2,109,77,2,0,1,0,0,2,0,0,0,1,0,2,8
St. Charles 01 2A,113,98,2,0,1,0,0,0,0,0,0,2,1,2,8
St. Charles 01 3,158,180,4,0,0,0,0,0,0,0,0,0,0,4,8
St. Charles 01 5,277,13,2,0,0,0,0,0,0,0,0,0,0,2,4
St. Charles 01 6,151,261,2,0,0,0,1,0,0,0,1,1,0,2,7
St. Charles 02 1,22,120,4,0,0,0,0,0,1,1,0,0,0,4,10
St. Charles 02 2,60,155,1,0,0,0,0,0,0,0,0,0,0,1,2
St. Charles 02 3,63,356,7,0,2,0,0,0,0,0,0,1,1,7,18
St. Charles 02 4,200,275,6,0,0,0,0,1,0,0,0,1,0,6,14
St. Charles 02 5,71,384,8,1,1,0,0,0,0,0,0,0,0,8,18
St. Charles 02 5A,65,357,6,2,0,0,0,0,0,1,1,1,0,6,17
St. Charles 02 6,14,76,4,0,0,0,0,0,0,0,0,0,0,4,8
St. Charles 03 1,49,203,4,0,0,0,0,1,0,0,0,0,0,4,9
St. Charles 03 1A,30,182,3,2,1,0,0,0,0,0,0,0,0,3,9
St. Charles 03 1 B,40,184,6,1,0,0,1,0,1,0,0,1,2,6,18
St. Charles 03 2,163,339,5,2,1,0,0,1,1,0,0,1,0,5,16
St. Charles 03 3,48,213,7,0,2,0,0,1,0,0,0,1,0,7,18
St. Charles 03 5,28,73,2,0,0,0,0,0,0,0,0,0,0,2,4
St. Charles 04 1,61,281,3,0,0,0,0,0,0,0,0,0,0,3,6
St. Charles 04 1A,75,236,4,0,0,0,1,0,0,0,0,0,0,4,9
St. Charles 04 2,45,744,8,0,0,0,0,0,0,0,0,2,0,8,18
St. Charles 04 3,57,295,6,4,0,0,1,0,0,0,0,1,0,6,18
St. Charles 04 4,160,115,5,0,0,0,0,0,0,0,0,2,0,5,12
St. Charles 04 5,28,50,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Charles 05 1,300,74,2,0,1,0,1,0,0,0,0,2,0,2,8
St. Charles 05 2,15,49,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Charles 05 3,123,160,4,5,0,0,0,0,0,0,0,1,0,4,14
St. Charles 05 4,230,235,4,0,1,0,0,0,0,0,0,1,0,4,10
St. Charles 05 5,112,281,3,1,0,0,1,0,0,0,0,3,0,3,11
St. Charles 06 1,101,397,8,1,0,0,0,0,1,0,0,1,0,8,19
St. Charles 06 2,46,281,5,0,0,0,0,0,0,0,0,0,0,5,10
St. Charles 06 2A,56,273,5,1,0,0,1,0,0,0,0,1,0,5,13
St. Charles 06 4,48,129,2,0,0,0,0,1,0,0,0,1,0,2,6
St. Charles 06 6,86,24,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Charles 06 7,31,111,2,3,0,0,0,0,0,0,0,0,0,2,7
St. Charles 06 8,38,86,3,0,0,0,0,0,0,1,0,1,0,3,8
St. Charles 06 9,9,40,2,0,0,1,0,0,0,0,0,0,0,2,5
St. Charles 07 1,56,187,3,1,1,0,0,0,0,0,0,0,0,3,8
St. Charles 07 2,42,311,0,0,0,0,0,0,0,0,0,2,0,0,2
St. Charles 07 2A,30,208,5,0,0,0,0,0,0,0,0,1,1,5,12
St. Charles 07 3,85,366,6,0,0,0,0,1,0,1,0,1,0,6,15
St. Charles 07 3A,58,339,6,0,1,0,0,0,0,0,0,0,1,6,14
St. Charles 07 4,163,149,3,0,2,0,0,2,1,0,0,0,0,3,11
St. Charles 07 4A,136,137,5,0,2,0,0,0,0,0,0,2,1,5,15
St. Helena 01 1,206,278,8,0,0,0,1,0,0,0,0,0,1,8,18
St. Helena 01 2,17,14,0,0,0,1,1,0,0,0,0,0,0,0,2
St. Helena 02 1,246,38,3,2,1,0,0,0,0,0,0,1,0,3,10
St. Helena 02 2,53,80,1,0,0,0,0,0,0,1,0,0,0,1,3
St. Helena 03 1,295,173,5,4,0,2,0,2,0,0,0,0,0,5,18
St. Helena 03 2,42,27,0,1,0,0,0,0,0,0,0,0,0,0,1
St. Helena 04 1,298,286,7,1,0,0,0,0,0,0,0,1,1,7,17
St. Helena 04 2,34,50,0,0,0,0,0,0,1,0,0,0,0,0,1
St. Helena 05 1,390,144,5,3,1,2,1,0,1,2,0,1,0,5,21
St. Helena 06 1,44,422,6,0,0,0,0,0,0,0,0,2,0,6,14
St. Helena 06 2,13,197,0,0,0,1,0,0,0,0,0,1,0,0,2
St. James 00 01,178,20,3,0,0,0,0,0,0,0,0,2,0,3,8
St. James 00 02,27,30,0,0,0,0,0,1,0,0,0,1,0,0,2
St. James 00 03,304,398,2,0,0,1,0,1,1,0,0,2,0,2,9
St. James 00 03A,7,35,0,0,0,0,0,0,0,0,0,0,0,0,0
St. James 00 04,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0
St. James 00 05,116,130,2,1,0,0,0,0,0,0,0,0,0,2,5
St. James 00 05A,50,7,0,0,0,0,0,0,0,0,0,0,0,0,0
St. James 00 05B,46,4,0,0,0,0,0,0,0,1,0,0,0,0,1
St. James 00 06,110,249,1,2,0,0,0,0,0,0,0,1,0,1,5
St. James 00 07,169,6,3,0,1,1,1,0,0,0,0,1,0,3,10
St. James 00 07A,66,4,0,0,1,1,0,0,0,0,0,1,0,0,3
St. James 00 08,27,194,1,0,0,0,0,0,0,0,0,0,0,1,2
St. James 00 08B,19,204,2,0,0,0,0,0,0,0,0,0,0,2,4
St. James 00 08C,30,86,0,0,0,0,0,0,0,0,0,0,1,0,1
St. James 00 08D,33,90,0,0,0,0,0,0,0,0,0,0,0,0,0
St. James 00 09,20,440,3,0,0,0,0,0,0,0,1,1,0,3,8
St. James 00 09A,4,100,1,0,0,0,0,0,0,0,0,0,0,1,2
St. James 00 10,93,95,1,0,0,0,0,0,0,0,0,0,0,1,2
St. James 00 11,122,62,1,0,0,0,1,0,0,0,0,0,0,1,3
St. James 00 12,223,38,2,1,0,0,0,0,0,1,0,1,0,2,7
St. James 00 13,326,21,0,0,0,1,0,0,0,0,0,1,0,0,2
St. James 00 14,262,14,2,3,1,0,0,0,0,0,0,2,0,2,10
St. James 00 15,99,8,0,0,0,0,0,0,0,0,0,0,0,0,0
St. James 00 15A,40,14,0,0,0,0,0,0,0,0,0,0,0,0,0
St. James 00 15B,14,4,0,0,0,0,0,0,0,0,0,1,0,0,1
St. James 00 16,350,66,2,0,1,1,0,0,0,0,0,1,0,2,7
St. James 00 16B,18,24,1,0,0,0,0,0,0,0,0,0,0,1,2
St. James 00 17,127,138,2,1,0,0,1,1,0,1,0,1,1,2,10
St. James 00 17A,9,49,0,0,0,0,0,1,0,0,0,0,0,0,1
St. James 00 18,136,195,3,0,0,0,0,0,0,0,0,0,0,3,6
St. John The Baptist 01 01,5,80,0,0,0,0,0,0,0,0,0,1,0,0,1
St. John The Baptist 01 02,239,13,1,0,0,1,0,0,0,0,0,1,0,1,4
St. John The Baptist 01 03,385,24,2,1,0,0,0,0,0,0,1,2,2,2,10
St. John The Baptist 01 04,223,42,1,1,1,0,0,0,0,0,0,0,0,1,4
St. John The Baptist 01 05,227,47,0,3,1,4,1,1,0,0,0,2,0,0,12
St. John The Baptist 01 06,26,2,0,1,0,0,0,0,0,0,0,0,0,0,1
St. John The Baptist 01 07,3,16,1,0,0,0,0,0,0,0,0,0,0,1,2
St. John The Baptist 01 08,23,75,0,0,0,0,0,0,0,0,0,0,0,0,0
St. John The Baptist 01 09,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0
St. John The Baptist 02 01,150,279,1,0,0,1,0,0,0,0,0,3,0,1,6
St. John The Baptist 02 02,294,134,5,2,0,1,1,5,0,0,0,1,0,5,20
St. John The Baptist 02 03,185,343,0,1,0,0,0,1,0,0,0,1,0,0,3
St. John The Baptist 02 04,49,402,5,0,0,0,0,0,0,0,0,0,0,5,10
St. John The Baptist 02 05,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
St. John The Baptist 03 01,128,83,4,0,1,1,0,0,0,0,0,3,0,4,13
St. John The Baptist 03 02,591,52,10,7,0,1,0,1,0,1,2,3,0,10,35
St. John The Baptist 03 04,423,110,4,0,3,3,0,2,0,0,0,3,1,4,20
St. John The Baptist 04 01,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0
St. John The Baptist 04 02,189,133,3,0,2,1,0,0,0,0,0,1,0,3,10
St. John The Baptist 04 03,216,36,2,1,2,1,0,2,0,0,0,1,1,2,12
St. John The Baptist 04 08,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0
St. John The Baptist 04 10,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1
St. John The Baptist 04 11,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
St. John The Baptist 04 12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
St. John The Baptist 04 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. John The Baptist 04 14,234,129,2,0,1,0,0,0,0,0,0,1,0,2,6
St. John The Baptist 05 01,91,113,0,0,1,0,0,0,0,0,0,1,1,0,3
St. John The Baptist 05 03,240,310,4,0,0,1,0,0,0,0,0,3,0,4,12
St. John The Baptist 05 04,176,306,2,0,0,0,0,0,0,0,0,0,0,2,4
St. John The Baptist 05 07,67,164,1,0,0,0,0,1,0,0,0,0,0,1,3
St. John The Baptist 05 08,8,60,1,0,0,0,0,0,0,0,0,0,0,1,2
St. John The Baptist 06 01,294,173,5,0,1,0,0,0,1,1,0,4,0,5,17
St. John The Baptist 06 03,363,40,4,2,0,0,0,1,0,0,0,0,0,4,11
St. John The Baptist 06 04,288,30,5,0,0,0,0,0,0,1,0,3,0,5,14
St. John The Baptist 06 05,24,35,1,0,0,0,0,0,0,0,0,0,0,1,2
St. John The Baptist 07 02,153,306,4,0,0,0,1,0,0,1,0,2,0,4,12
St. John The Baptist 07 03,169,330,4,0,0,0,0,1,0,0,1,2,0,4,12
St. John The Baptist 07 05,158,301,5,3,0,1,0,0,0,0,0,3,0,5,17
St. John The Baptist 07 07,93,134,1,0,0,0,0,0,0,0,0,2,0,1,4
St. Landry 00 01,168,17,1,1,0,0,2,0,0,0,0,1,2,1,8
St. Landry 00 02,170,86,2,2,2,0,0,0,0,0,0,0,0,2,8
St. Landry 00 02A,195,59,3,0,1,0,0,0,0,0,0,0,0,3,7
St. Landry 00 03,105,225,1,0,0,0,0,0,0,0,0,1,0,1,3
St. Landry 00 03A,199,267,1,0,0,0,0,2,2,0,1,2,0,1,9
St. Landry 00 04,136,30,4,0,1,0,0,0,0,0,0,3,0,4,12
St. Landry 00 04A,41,5,2,0,0,0,0,0,0,0,0,1,0,2,5
St. Landry 00 05,88,126,5,0,0,0,0,0,0,0,0,0,0,5,10
St. Landry 00 06,41,389,2,0,0,0,0,0,0,0,0,0,0,2,4
St. Landry 00 06A,3,71,1,0,0,0,0,0,0,0,0,0,0,1,2
St. Landry 00 07,182,8,2,1,0,0,1,0,0,1,0,0,0,2,7
St. Landry 00 08,68,21,0,0,0,1,0,0,0,0,0,1,0,0,2
St. Landry 00 09,229,13,2,0,3,0,0,0,1,0,0,1,1,2,10
St. Landry 00 10,139,296,5,0,0,1,1,0,0,0,0,2,0,5,14
St. Landry 00 11,194,21,5,3,0,0,1,0,0,0,0,0,1,5,15
St. Landry 00 12,101,128,7,0,0,0,0,0,0,0,0,0,0,7,14
St. Landry 00 13,222,78,7,3,4,1,0,0,0,0,0,2,0,7,24
St. Landry 00 14,151,90,1,0,0,1,0,0,0,0,0,0,0,1,3
St. Landry 00 15,217,32,3,0,0,0,0,0,0,0,0,1,0,3,7
St. Landry 00 15A,128,10,1,0,1,0,0,0,0,0,0,0,0,1,3
St. Landry 00 16,162,99,4,0,0,0,0,1,0,0,0,1,1,4,11
St. Landry 00 17,174,614,4,1,0,0,0,0,0,1,0,2,0,4,12
St. Landry 00 18,278,19,4,2,1,1,0,0,0,1,0,1,0,4,14
St. Landry 00 19,81,139,3,0,0,1,0,0,0,0,0,2,0,3,9
St. Landry 00 20,182,95,1,2,0,0,0,0,0,0,0,2,1,1,7
St. Landry 00 21,247,48,2,0,0,0,1,3,0,0,0,1,0,2,9
St. Landry 00 23,240,247,7,0,5,3,0,0,0,0,0,3,0,7,25
St. Landry 00 24,95,192,0,0,1,0,0,0,1,0,0,0,0,0,2
St. Landry 00 25,147,11,2,1,1,0,1,0,0,0,0,1,0,2,8
St. Landry 00 26A,35,183,1,0,0,0,0,0,0,0,0,0,0,1,2
St. Landry 00 28,148,373,6,1,1,0,0,0,0,0,0,0,0,6,14
St. Landry 00 28A,98,160,0,0,0,0,0,0,0,0,0,1,0,0,1
St. Landry 00 29,465,34,3,4,1,4,0,0,0,0,0,8,1,3,24
St. Landry 00 01,308,92,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 02,54,492,3,1,0,0,0,0,1,0,0,0,0,3,8
St. Landry 00 02A,47,54,2,0,0,0,0,0,0,0,0,0,0,2,4
St. Landry 00 03,76,481,5,0,0,1,0,0,0,0,0,0,0,5,11
St. Landry 00 04 Y,251,224,11,2,0,0,0,2,0,0,0,0,0,11,26
St. Landry 00 04 Z,233,274,6,1,1,0,0,0,0,0,0,2,0,6,16
St. Landry 00 05,44,162,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Landry 00 05A,51,200,3,0,0,0,0,0,0,0,0,0,0,3,6
St. Landry 00 05B,32,186,1,0,1,0,0,0,0,0,0,0,0,1,3
St. Landry 00 07,17,66,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Landry 00 08,26,182,4,0,1,0,0,0,0,0,0,0,0,4,9
St. Landry 00 09,56,166,2,0,0,0,1,0,0,0,0,0,0,2,5
St. Landry 00 01,44,515,7,1,0,0,1,1,0,0,0,0,0,7,17
St. Landry 00 02,99,252,4,0,1,0,0,0,0,0,0,1,0,4,10
St. Landry 00 02A,64,218,3,0,0,0,0,0,0,0,0,1,0,3,7
St. Landry 00 03,80,344,6,0,0,0,1,0,0,0,0,0,0,6,13
St. Landry 00 04,101,296,1,0,0,1,0,0,0,2,0,0,0,1,5
St. Landry 00 05,73,670,8,0,0,0,0,0,1,0,0,0,0,8,17
St. Landry 00 06,174,299,2,1,2,0,0,0,0,0,0,1,0,2,8
St. Landry 00 02,263,263,2,0,1,0,0,0,0,0,0,2,0,2,7
St. Landry 00 03,218,476,5,1,0,1,0,0,0,0,0,1,0,5,13
St. Landry 00 04,91,205,2,2,0,0,0,0,1,0,0,0,0,2,7
St. Landry 00 05,7,240,0,1,0,0,0,0,0,1,0,0,0,0,2
St. Landry 00 06,28,37,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Landry 00 07,26,439,2,0,1,0,0,0,0,0,0,0,0,2,5
St. Landry 00 08,74,43,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Landry 00 09,15,122,2,0,0,0,0,0,0,0,0,0,0,2,4
St. Landry 00 10,55,48,1,0,0,0,0,0,0,0,0,1,0,1,3
St. Landry 00 11,184,32,0,0,0,1,0,0,0,0,0,2,0,0,3
St. Landry 00 12,21,538,2,0,1,0,0,0,0,0,0,0,0,2,5
St. Landry 00 12A,47,174,2,0,0,1,0,0,0,0,0,0,0,2,5
St. Landry 00 13,2,325,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Landry 00 02,66,587,2,1,0,0,0,0,0,0,0,0,1,2,6
St. Landry 00 03,370,150,5,1,2,0,0,0,0,0,0,1,0,5,14
St. Landry 00 04,9,108,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Landry 00 05,207,184,2,1,0,1,1,0,0,0,0,1,0,2,8
St. Landry 00 06,90,312,4,0,1,0,0,0,0,0,0,0,0,4,9
St. Landry 00 08,50,187,1,0,0,0,0,1,0,1,0,0,0,1,4
St. Landry 00 01,119,161,2,1,1,0,2,0,0,0,0,1,0,2,9
St. Landry 00 01A,39,213,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Landry 00 02,59,239,3,1,0,0,0,0,0,0,0,0,0,3,7
St. Landry 00 03,172,193,4,1,0,0,0,1,0,0,0,2,0,4,12
St. Landry 00 03A,63,115,3,0,0,0,0,0,0,0,0,0,0,3,6
St. Landry 00 04,189,503,6,1,1,1,1,0,0,0,0,0,0,6,16
St. Landry 00 05,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Landry 00 05A,10,4,0,0,0,0,0,0,0,0,0,1,0,0,1
St. Landry 00 05B,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Landry 00 06,74,108,3,0,0,1,0,0,0,0,0,1,0,3,8
St. Landry 00 07,41,405,3,0,0,0,0,0,0,0,0,1,0,3,7
St. Landry 00 08,48,140,1,1,1,0,0,0,0,0,0,0,0,1,4
St. Landry 00 09,60,120,4,3,0,0,0,0,0,0,0,0,0,4,11
St. Landry 00 10,111,61,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Landry 00 11,65,114,2,1,0,0,0,0,0,0,0,1,0,2,6
St. Landry 00 11A,94,62,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Landry 00 11B,45,101,1,0,0,0,0,1,0,0,0,0,0,1,3
St. Landry 00 13,11,151,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Landry 00 14,45,232,2,0,0,0,0,0,0,0,0,1,0,2,5
St. Landry 00 15,167,30,3,1,1,0,0,0,0,0,0,1,0,3,9
St. Landry 00 16A,104,83,2,0,0,1,0,0,0,0,0,0,0,2,5
St. Landry 00 01,428,238,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 01A,357,294,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 01B,471,366,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 01C,483,157,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 02,499,231,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 02A,383,479,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 02B,238,275,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 02C,124,236,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 03,53,296,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 03A,219,90,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 03B,260,448,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 03C,185,442,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 04,310,73,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 04A,136,179,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 04B,332,268,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 04C,484,417,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 05,458,266,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 05A,195,415,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 05B,440,313,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 05C,242,218,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 06,196,200,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 06A,325,452,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 06B,192,392,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 06C,438,51,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 07,439,301,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 07A,133,458,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 07B,135,147,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 07C,186,216,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 08,485,132,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 08A,137,439,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 08B,452,181,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 08C,90,328,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 09,474,141,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 09A,290,373,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 09B,268,90,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 09C,342,294,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 10,328,93,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 10A,189,454,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 10B,439,107,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 10C,95,230,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 11,371,428,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 11A,134,459,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 11B,368,328,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 11C,138,374,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 12,232,408,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 12A,93,201,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 12B,238,415,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 12C,274,231,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 13,120,71,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 13A,69,123,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 13B,434,350,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 13C,194,172,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 14,194,127,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 14A,95,77,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 14B,76,124,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 14C,137,160,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 15,461,358,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 15A,292,410,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 15B,163,312,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 15C,51,178,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 16,403,360,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 16A,401,442,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 16B,417,402,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 16C,298,136,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 17,225,392,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 17A,313,430,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 17B,470,412,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 17C,165,236,6,3,1,2,1,0,0,0,0,1,0,6,20
St. Landry 00 18,382,333,6,3,1,2,1,0,0,0,0,1,0,6,20
